LSOA21CD,med_price_dec_21
E01018973,297500.0
E01018974,325000.0
E01018975,315000.0
E01018976,235000.0
E01018977,193000.0
E01018978,300000.0
E01018979,260000.0
E01018980,342750.0
E01018981,265000.0
E01018982,230000.0
E01018983,304000.0
E01018984,250000.0
E01018985,375000.0
E01018986,345750.0
E01018987,305000.0
E01018988,256000.0
E01018989,250000.0
E01018990,306500.0
E01018991,257500.0
E01018992,340000.0
E01018993,202475.0
E01018994,270000.0
E01018995,220000.0
E01018996,285000.0
E01018997,
E01018998,172500.0
E01018999,196000.0
E01019000,370000.0
E01019001,298250.0
E01019002,342500.0
E01019003,250000.0
E01019004,257500.0
E01019005,408000.0
E01019006,400000.0
E01019007,330000.0
E01019008,303000.0
E01019009,327500.0
E01019010,353750.0
E01019011,475000.0
E01019012,395000.0
E01019013,250000.0
E01019014,242500.0
E01019015,215000.0
E01019016,220000.0
E01019017,321250.0
E01019018,344500.0
E01019019,336250.0
E01019020,196000.0
E01019021,275000.0
E01019022,290000.0
E01019023,245000.0
E01019024,215000.0
E01019025,395000.0
E01019026,292500.0
E01019027,362500.0
E01019028,330000.0
E01019029,182500.0
E01019030,367500.0
E01019031,400000.0
E01019032,290000.0
E01019033,190000.0
E01019034,165000.0
E01019035,297500.0
E01019036,394000.0
E01019037,253000.0
E01019038,308000.0
E01019039,437500.0
E01019040,319950.0
E01019041,170000.0
E01019042,178000.0
E01019043,262000.0
E01019044,237500.0
E01019045,226000.0
E01019046,193500.0
E01019047,250750.0
E01019048,401000.0
E01019049,290000.0
E01019050,270000.0
E01019051,285500.0
E01019052,199950.0
E01019053,235000.0
E01019054,207000.0
E01019055,191500.0
E01019056,179950.0
E01019057,184950.0
E01019058,214475.0
E01019059,187475.0
E01019060,750000.0
E01019061,247500.0
E01019062,200000.0
E01019063,250000.0
E01019064,250000.0
E01019065,251000.0
E01019066,282500.0
E01019067,365000.0
E01019068,260000.0
E01019069,185000.0
E01019070,180000.0
E01019071,255000.0
E01019072,189000.0
E01019073,306000.0
E01019074,230000.0
E01019075,222250.0
E01019076,184975.0
E01033289,730000.0
E01033291,325000.0
E01033292,175000.0
E01033294,202000.0
E01019077,350000.0
E01031841,460000.0
E01031842,390000.0
E01031843,542500.0
E01031844,410000.0
E01031845,389950.0
E01031846,295000.0
E01031847,411000.0
E01031848,476250.0
E01031849,400000.0
E01031850,237500.0
E01031851,210000.0
E01031852,250000.0
E01031853,290000.0
E01031854,215000.0
E01031855,420000.0
E01031856,352500.0
E01031857,296500.0
E01031858,345000.0
E01031859,216475.0
E01031860,247500.0
E01031861,340000.0
E01031862,313750.0
E01031863,490000.0
E01031864,638750.0
E01031865,405000.0
E01031866,595000.0
E01031867,245000.0
E01031868,567500.0
E01031869,290000.0
E01031870,340000.0
E01031871,467500.0
E01031872,320000.0
E01031873,476500.0
E01031874,565000.0
E01031876,395000.0
E01031877,559250.0
E01031878,270000.0
E01031879,260500.0
E01031880,207500.0
E01031882,435000.0
E01031883,482500.0
E01031884,580000.0
E01031885,660000.0
E01031886,530625.0
E01031887,588328.0
E01031888,550000.0
E01031889,333000.0
E01031890,374998.0
E01031891,284995.0
E01031892,630000.0
E01031893,440000.0
E01031894,600000.0
E01031895,256250.0
E01031896,301750.0
E01031897,231500.0
E01031898,205000.0
E01031900,273000.0
E01031901,240000.0
E01031902,282000.0
E01031903,275750.0
E01031904,436500.0
E01031905,358000.0
E01031906,225000.0
E01031907,301000.0
E01031908,216000.0
E01031909,304975.0
E01031910,295975.0
E01031911,218750.0
E01031912,200000.0
E01031913,275000.0
E01031914,239998.0
E01031915,240250.0
E01031916,270000.0
E01031917,265000.0
E01031918,285000.0
E01031919,383750.0
E01031920,275000.0
E01031921,310000.0
E01031922,193750.0
E01031923,225000.0
E01031924,250000.0
E01031925,238500.0
E01031926,230000.0
E01031927,263500.0
E01031928,187500.0
E01031929,405000.0
E01031930,230000.0
E01031931,328000.0
E01031932,287500.0
E01031933,400000.0
E01031934,349000.0
E01031935,390000.0
E01031936,245000.0
E01031937,500000.0
E01031938,286995.0
E01031939,490000.0
E01031940,505000.0
E01031941,470000.0
E01031942,492250.0
E01031944,258000.0
E01031946,228225.0
E01031947,275000.0
E01031948,365000.0
E01031949,327500.0
E01031950,575000.0
E01031951,652500.0
E01031952,246000.0
E01031953,279500.0
E01031954,294975.0
E01031955,305000.0
E01031956,237495.0
E01031957,505000.0
E01031958,510000.0
E01031959,317500.0
E01031960,370000.0
E01031961,437500.0
E01031962,550000.0
E01031963,224500.0
E01031964,267475.0
E01031965,257000.0
E01031966,277000.0
E01031967,251000.0
E01031968,297500.0
E01031969,322000.0
E01031970,450000.0
E01031971,328750.0
E01031972,542500.0
E01031973,576250.0
E01031974,300000.0
E01031975,225000.0
E01031976,272750.0
E01031977,310000.0
E01031978,272000.0
E01031979,224473.0
E01031980,269995.0
E01031981,210000.0
E01031982,247500.0
E01031983,250000.0
E01031984,322500.0
E01031985,273000.0
E01031986,245000.0
E01031988,138000.0
E01031989,262000.0
E01031990,605853.0
E01031991,470000.0
E01031992,515000.0
E01031993,325000.0
E01031994,440000.0
E01031995,427500.0
E01031996,241000.0
E01031997,270000.0
E01031998,
E01031999,285000.0
E01032000,395000.0
E01032001,290000.0
E01032002,243750.0
E01032003,231000.0
E01032004,585000.0
E01032005,400000.0
E01032006,547500.0
E01032007,228300.0
E01032008,323500.0
E01032009,359500.0
E01032010,438888.0
E01032011,316500.0
E01032012,385000.0
E01032013,411000.0
E01032014,285000.0
E01032015,230000.0
E01032016,415000.0
E01032017,362500.0
E01032018,390000.0
E01032019,305000.0
E01032020,440000.0
E01032021,244000.0
E01032022,287750.0
E01032023,280000.0
E01032024,217500.0
E01032025,285500.0
E01032026,371250.0
E01032027,520800.0
E01032029,425000.0
E01032030,295000.0
E01032031,502500.0
E01032032,500000.0
E01032033,462750.0
E01032034,365000.0
E01032035,330000.0
E01032036,351500.0
E01032037,238000.0
E01032038,265000.0
E01032039,270000.0
E01032040,345000.0
E01032041,475000.0
E01032042,495000.0
E01032043,377500.0
E01032044,367500.0
E01032045,437500.0
E01032046,370000.0
E01032047,395000.0
E01032048,282500.0
E01032049,405000.0
E01032050,352500.0
E01032051,465000.0
E01032052,380000.0
E01032053,292500.0
E01032054,295000.0
E01032055,450000.0
E01032056,430000.0
E01032057,349950.0
E01032058,365000.0
E01032059,477875.0
E01032060,590000.0
E01032061,290000.0
E01032062,194000.0
E01032063,222500.0
E01032064,222500.0
E01032065,228750.0
E01032066,245000.0
E01032067,265000.0
E01032068,143740.0
E01032069,275000.0
E01032070,275000.0
E01032071,307500.0
E01032072,297500.0
E01032073,205000.0
E01032074,275000.0
E01032075,330000.0
E01032076,487000.0
E01032077,359950.0
E01032078,279975.0
E01032079,265000.0
E01032080,363500.0
E01032081,581750.0
E01032082,412500.0
E01032083,261000.0
E01032084,425000.0
E01032085,240000.0
E01032086,137750.0
E01032087,245000.0
E01032088,258000.0
E01032089,207500.0
E01032090,215500.0
E01032091,230500.0
E01032092,275000.0
E01032093,312500.0
E01032094,199950.0
E01032095,240500.0
E01032096,207500.0
E01032097,286500.0
E01032098,247500.0
E01032099,275000.0
E01032100,259000.0
E01032101,137000.0
E01032102,257500.0
E01032103,196000.0
E01032104,230000.0
E01032105,292500.0
E01032106,250000.0
E01032107,
E01032108,275000.0
E01032109,241250.0
E01032110,324495.0
E01032111,287500.0
E01032112,230000.0
E01032113,200000.0
E01032114,181000.0
E01032115,190000.0
E01032116,257550.0
E01032117,232500.0
E01032118,241500.0
E01032119,186500.0
E01032121,277995.0
E01032688,253750.0
E01032689,300000.0
E01032690,249000.0
E01032691,256000.0
E01032692,263000.0
E01032693,334995.0
E01032694,242250.0
E01032695,295000.0
E01032696,380000.0
E01032697,198500.0
E01032698,202000.0
E01032699,296000.0
E01017453,270000.0
E01017454,372500.0
E01017455,330000.0
E01017456,425000.0
E01017457,325000.0
E01017458,310500.0
E01017459,372500.0
E01017460,449995.0
E01017461,307000.0
E01017462,425000.0
E01017463,347500.0
E01017464,625000.0
E01017465,387500.0
E01017466,165000.0
E01017467,333750.0
E01017468,328000.0
E01017469,280000.0
E01017470,412500.0
E01017471,157000.0
E01017472,
E01017473,190000.0
E01017474,220000.0
E01017475,252500.0
E01017476,283500.0
E01017477,
E01017478,396125.0
E01017479,240000.0
E01017480,260000.0
E01017481,260000.0
E01017482,577000.0
E01017483,325000.0
E01017484,171000.0
E01017485,326500.0
E01017486,305380.0
E01017487,270000.0
E01017488,290000.0
E01017489,213000.0
E01017490,229500.0
E01017491,294250.0
E01017492,222500.0
E01017493,280000.0
E01017495,367500.0
E01017496,445250.0
E01017497,236250.0
E01017498,295000.0
E01017499,222500.0
E01017500,230000.0
E01017501,236000.0
E01017502,187500.0
E01017503,258500.0
E01017504,312000.0
E01017505,265250.0
E01017506,235000.0
E01017507,237000.0
E01017508,235000.0
E01017509,305000.0
E01017510,240000.0
E01017511,327300.0
E01017512,300500.0
E01017513,235000.0
E01017514,249995.0
E01017515,260000.0
E01017516,289973.0
E01017517,255000.0
E01017518,259000.0
E01017519,245000.0
E01017520,251250.0
E01017521,229000.0
E01017522,185000.0
E01017523,222500.0
E01017524,349000.0
E01017525,270000.0
E01017526,327500.0
E01017527,298000.0
E01017528,310000.0
E01017529,290000.0
E01017530,367500.0
E01017531,282500.0
E01017532,420000.0
E01017533,403000.0
E01017534,342000.0
E01017535,415000.0
E01017536,174500.0
E01017537,235000.0
E01017538,217000.0
E01017539,243000.0
E01017540,530000.0
E01017541,370000.0
E01017542,540000.0
E01017543,441000.0
E01017544,405000.0
E01017545,352000.0
E01017546,482500.0
E01017547,450000.0
E01017548,335000.0
E01017549,415000.0
E01017550,300000.0
E01017551,400000.0
E01017552,285000.0
E01017553,365000.0
E01017554,330000.0
E01033431,310000.0
E01033432,382500.0
E01017371,417500.0
E01017372,307750.0
E01017373,394000.0
E01017374,449995.0
E01017375,285000.0
E01017376,269250.0
E01017377,340000.0
E01017378,366000.0
E01017379,370000.0
E01017380,515000.0
E01017381,353500.0
E01017382,325000.0
E01017383,290000.0
E01017384,269500.0
E01017385,266000.0
E01017386,307250.0
E01017387,327500.0
E01017388,335000.0
E01017389,350000.0
E01017390,343000.0
E01017391,455000.0
E01017392,475000.0
E01017393,410000.0
E01017394,296250.0
E01017397,317000.0
E01017398,520000.0
E01017399,282500.0
E01017400,275500.0
E01017401,319000.0
E01017402,362500.0
E01017403,285000.0
E01017404,420000.0
E01017405,300000.0
E01017406,340000.0
E01017407,288500.0
E01017408,341000.0
E01017409,373750.0
E01017410,547500.0
E01017411,345000.0
E01017412,432500.0
E01017413,369250.0
E01017414,380000.0
E01017415,372500.0
E01017416,300000.0
E01017417,380000.0
E01017418,285000.0
E01017419,527500.0
E01017420,382500.0
E01017421,475000.0
E01017422,447000.0
E01017423,510000.0
E01017424,483700.0
E01017425,420000.0
E01017426,375000.0
E01017427,375000.0
E01017428,342500.0
E01017429,364950.0
E01017430,243000.0
E01017431,276000.0
E01017432,385000.0
E01017433,247750.0
E01017434,275000.0
E01017435,257000.0
E01017436,310000.0
E01017437,303500.0
E01017438,316000.0
E01017439,395000.0
E01017440,323750.0
E01017441,397500.0
E01017442,447950.0
E01017443,279475.0
E01017444,417500.0
E01017445,435000.0
E01017446,360000.0
E01017447,425000.0
E01017449,410000.0
E01017450,419000.0
E01017451,531500.0
E01017452,530000.0
E01017555,214000.0
E01017556,265000.0
E01017557,190000.0
E01017558,315000.0
E01017559,415500.0
E01017560,360000.0
E01017561,395000.0
E01017562,476000.0
E01017563,367500.0
E01017564,320000.0
E01017565,392500.0
E01017566,477500.0
E01017567,303500.0
E01017568,255000.0
E01017569,255000.0
E01017570,218950.0
E01017571,531250.0
E01017572,475000.0
E01017573,300000.0
E01017575,300000.0
E01017576,394000.0
E01017577,320000.0
E01017578,359995.0
E01017579,367998.0
E01017580,238000.0
E01017581,260000.0
E01017582,295000.0
E01017583,307250.0
E01017584,317530.0
E01017585,325000.0
E01017586,440000.0
E01017587,700000.0
E01017588,462500.0
E01017589,280000.0
E01017590,412500.0
E01017591,255000.0
E01017592,307000.0
E01017593,325000.0
E01017594,252500.0
E01017595,313000.0
E01017596,285000.0
E01017597,255000.0
E01017598,272500.0
E01017599,245000.0
E01017600,240750.0
E01017601,248500.0
E01017602,249500.0
E01017603,310000.0
E01017604,300000.0
E01017605,250000.0
E01017606,406950.0
E01017607,625000.0
E01017608,284000.0
E01017609,262000.0
E01017610,350000.0
E01017611,390000.0
E01017612,327500.0
E01017613,358000.0
E01017614,354750.0
E01017615,372000.0
E01017616,295250.0
E01017617,297000.0
E01017618,270000.0
E01017619,246000.0
E01017620,375000.0
E01017621,385000.0
E01017622,310500.0
E01017623,265000.0
E01017624,290000.0
E01017625,357000.0
E01017626,375000.0
E01033188,415000.0
E01033189,420000.0
E01033190,347500.0
E01033191,297500.0
E01033192,307000.0
E01033193,318000.0
E01033194,375000.0
E01027356,294495.0
E01027357,266000.0
E01027358,145000.0
E01027359,145000.0
E01027361,159625.0
E01027362,164950.0
E01027363,146250.0
E01027364,188000.0
E01027365,245925.0
E01027366,369950.0
E01027367,370000.0
E01027368,257500.0
E01027369,240000.0
E01027370,390000.0
E01027371,187250.0
E01027372,349500.0
E01027373,307000.0
E01027374,245000.0
E01027375,289500.0
E01027376,125750.0
E01027377,135000.0
E01027378,267250.0
E01027379,206342.0
E01027380,315000.0
E01027381,194495.0
E01027382,229000.0
E01027383,225000.0
E01027384,310000.0
E01027385,112000.0
E01027386,170000.0
E01027387,144500.0
E01027388,99000.0
E01027389,145000.0
E01027390,160750.0
E01027391,122500.0
E01027392,126995.0
E01027393,103500.0
E01027394,81750.0
E01027395,214950.0
E01027396,122500.0
E01027397,113000.0
E01027398,129000.0
E01027399,155650.0
E01027400,197500.0
E01027401,265000.0
E01027402,280000.0
E01027403,238000.0
E01027404,231450.0
E01027405,162475.0
E01027406,142000.0
E01027407,105000.0
E01027408,122000.0
E01027409,186051.0
E01027410,192975.0
E01027411,126225.0
E01027412,249450.0
E01027413,130000.0
E01027414,158750.0
E01027415,52250.0
E01027416,53750.0
E01027417,241500.0
E01027418,262500.0
E01027419,183250.0
E01027420,186000.0
E01027421,138000.0
E01027422,107000.0
E01027423,103000.0
E01027424,86500.0
E01027425,164450.0
E01027426,200000.0
E01027427,149498.0
E01027428,140000.0
E01027429,117500.0
E01027430,157000.0
E01027431,71000.0
E01027432,130000.0
E01027433,189950.0
E01027434,146000.0
E01027435,164950.0
E01027436,195000.0
E01027437,140000.0
E01027438,131479.0
E01027439,193000.0
E01027440,154250.0
E01027441,145000.0
E01027442,109000.0
E01027443,107000.0
E01027444,141000.0
E01027445,170952.0
E01027446,175000.0
E01027447,390000.0
E01027448,258723.0
E01027449,270000.0
E01027450,390000.0
E01027451,63000.0
E01027452,170000.0
E01027453,146000.0
E01027455,249950.0
E01027456,315000.0
E01027457,299950.0
E01027458,247475.0
E01027460,224375.0
E01027461,141250.0
E01027462,185995.0
E01027463,174498.0
E01027464,311500.0
E01027465,370000.0
E01027466,237500.0
E01027468,565000.0
E01027469,525000.0
E01027471,580000.0
E01027472,375000.0
E01027473,395248.0
E01027474,128750.0
E01027475,155000.0
E01027476,145000.0
E01027477,282500.0
E01027478,244000.0
E01027479,240000.0
E01027480,335000.0
E01027481,444973.0
E01027482,255750.0
E01027483,555000.0
E01027484,190000.0
E01027485,135250.0
E01027486,130000.0
E01027487,130000.0
E01027488,180000.0
E01027489,322500.0
E01027490,265000.0
E01027491,385000.0
E01027492,257500.0
E01027493,167000.0
E01027494,270000.0
E01027495,484975.0
E01027496,200000.0
E01027497,174500.0
E01027498,119998.0
E01027499,252950.0
E01027500,115000.0
E01027501,149750.0
E01027502,164975.0
E01027503,160000.0
E01027504,477750.0
E01027505,600000.0
E01027506,366000.0
E01027507,535000.0
E01027508,190000.0
E01027509,230000.0
E01027510,346000.0
E01027511,151500.0
E01027512,175000.0
E01027513,271250.0
E01027514,175000.0
E01027515,121000.0
E01027516,135000.0
E01027517,93850.0
E01027518,88000.0
E01027519,75000.0
E01027520,208975.0
E01027521,249950.0
E01027522,102500.0
E01027523,103000.0
E01027524,122250.0
E01027525,116500.0
E01027526,200000.0
E01027527,97750.0
E01027528,62500.0
E01027529,105000.0
E01027530,90725.0
E01027531,140000.0
E01027532,161495.0
E01027533,84975.0
E01027534,91500.0
E01027535,141500.0
E01027536,185000.0
E01027537,90000.0
E01027538,145000.0
E01027539,54000.0
E01027540,86250.0
E01027541,135000.0
E01027542,97500.0
E01027543,98000.0
E01027544,112000.0
E01027545,61000.0
E01027546,55500.0
E01027549,157498.0
E01027550,135000.0
E01027551,81500.0
E01027552,124950.0
E01027553,88750.0
E01027554,120000.0
E01033714,394995.0
E01033715,167500.0
E01033716,108000.0
E01033717,245000.0
E01033718,140500.0
E01015272,602500.0
E01015273,198000.0
E01015274,270000.0
E01015275,260000.0
E01015276,310500.0
E01015277,283500.0
E01015279,155000.0
E01015280,171500.0
E01015281,182500.0
E01015282,125000.0
E01015283,170000.0
E01015285,198750.0
E01015286,245000.0
E01015287,225000.0
E01015288,149000.0
E01015289,215000.0
E01015290,200000.0
E01015291,261000.0
E01015292,248000.0
E01015293,240000.0
E01015294,197500.0
E01015295,600000.0
E01015296,225000.0
E01015297,263000.0
E01015298,620000.0
E01015299,422000.0
E01015300,504000.0
E01015301,320000.0
E01015302,275000.0
E01015303,316750.0
E01015304,267500.0
E01015305,285975.0
E01015306,285000.0
E01015307,269000.0
E01015308,275000.0
E01015309,257000.0
E01015310,280000.0
E01015311,317000.0
E01015312,274000.0
E01015313,275000.0
E01015314,562500.0
E01015315,563500.0
E01015316,457000.0
E01015317,375625.0
E01015318,300500.0
E01015319,381000.0
E01015320,352500.0
E01015321,315000.0
E01015322,365000.0
E01015323,374610.0
E01015324,311250.0
E01015325,365000.0
E01015326,255000.0
E01015327,295000.0
E01015328,195000.0
E01015329,298000.0
E01015330,316750.0
E01015331,224500.0
E01015332,374000.0
E01015333,365000.0
E01015334,332500.0
E01015335,367500.0
E01015336,311000.0
E01015337,289000.0
E01015338,280000.0
E01015339,429500.0
E01015340,430000.0
E01015341,274250.0
E01015342,568000.0
E01015343,339950.0
E01015344,582000.0
E01015345,280000.0
E01015346,655000.0
E01015348,600000.0
E01015349,315000.0
E01015350,367000.0
E01015351,310000.0
E01015352,280000.0
E01015353,323500.0
E01015354,272500.0
E01015355,325000.0
E01015356,352000.0
E01015357,289605.0
E01015358,352500.0
E01015359,275000.0
E01015360,525000.0
E01015361,425000.0
E01015362,380000.0
E01015363,295000.0
E01015364,570000.0
E01015365,302500.0
E01015366,325000.0
E01015367,255000.0
E01015368,275250.0
E01015369,265000.0
E01015370,330000.0
E01015371,232000.0
E01015372,182500.0
E01015373,300000.0
E01015374,238750.0
E01015375,242000.0
E01015376,255000.0
E01015377,295500.0
E01015378,322500.0
E01015379,263500.0
E01015380,320000.0
E01015381,303500.0
E01015382,236500.0
E01015383,325000.0
E01015384,295000.0
E01015385,302500.0
E01015386,202500.0
E01015387,305000.0
E01015388,480000.0
E01015389,360000.0
E01015390,287000.0
E01015391,307000.0
E01015392,291500.0
E01015393,270000.0
E01015394,355566.0
E01015395,365000.0
E01015396,482500.0
E01015397,437000.0
E01015398,439000.0
E01015399,636250.0
E01015400,425000.0
E01015401,490000.0
E01015402,450000.0
E01015403,342500.0
E01015404,732050.0
E01015405,605000.0
E01015406,995000.0
E01015407,275000.0
E01015408,295000.0
E01015409,235000.0
E01015410,255000.0
E01015411,297000.0
E01015412,439250.0
E01015413,280000.0
E01015414,350000.0
E01015415,210500.0
E01015416,356750.0
E01015417,295000.0
E01015418,275000.0
E01015419,348500.0
E01015420,270500.0
E01015421,303525.0
E01015422,305000.0
E01015423,308750.0
E01015424,251000.0
E01015425,330000.0
E01015426,297500.0
E01015427,268000.0
E01015428,359000.0
E01015429,261000.0
E01015430,235000.0
E01015431,420000.0
E01015432,357000.0
E01015433,500000.0
E01015434,425000.0
E01015435,298000.0
E01015436,388750.0
E01015437,372500.0
E01015438,303000.0
E01015439,265000.0
E01015440,299250.0
E01015441,277500.0
E01015442,285000.0
E01015443,305000.0
E01015444,277000.0
E01015445,347500.0
E01015446,312475.0
E01015447,353750.0
E01015448,286000.0
E01015449,285000.0
E01015450,335000.0
E01015451,365000.0
E01015452,261250.0
E01015453,323000.0
E01015454,267750.0
E01015455,580000.0
E01015456,196000.0
E01015457,400000.0
E01015458,830000.0
E01015459,992500.0
E01015460,320000.0
E01015461,348000.0
E01015462,330000.0
E01015463,477500.0
E01015464,802500.0
E01015465,290000.0
E01015466,318750.0
E01015468,215000.0
E01020343,350250.0
E01020344,282000.0
E01020345,383000.0
E01020346,289500.0
E01020347,263500.0
E01020348,255000.0
E01020349,250000.0
E01020350,395000.0
E01020351,450000.0
E01020352,335000.0
E01020353,360250.0
E01020354,313000.0
E01020355,607500.0
E01020356,495000.0
E01020357,350000.0
E01020358,484500.0
E01020359,354250.0
E01020360,322500.0
E01020361,357500.0
E01020362,475000.0
E01020363,325000.0
E01020364,340000.0
E01020365,455000.0
E01020366,550000.0
E01020367,377500.0
E01020368,258000.0
E01020369,432500.0
E01020370,323250.0
E01020371,446000.0
E01020372,455000.0
E01032659,176250.0
E01032660,233000.0
E01032661,302500.0
E01032662,260000.0
E01033241,205000.0
E01033242,204000.0
E01033283,271000.0
E01033285,165000.0
E01033286,235000.0
E01033288,235000.0
E01020373,326250.0
E01020374,395000.0
E01020375,374250.0
E01020376,380000.0
E01020377,410000.0
E01020378,350000.0
E01020379,470000.0
E01020380,405000.0
E01020381,545000.0
E01020382,359250.0
E01020383,415000.0
E01020384,314250.0
E01020385,374995.0
E01020386,450000.0
E01020387,545000.0
E01020388,290500.0
E01020389,530000.0
E01020390,430000.0
E01020391,490000.0
E01020392,262500.0
E01020393,240000.0
E01020394,370000.0
E01020395,458500.0
E01020396,650000.0
E01020397,315000.0
E01020398,690000.0
E01020399,418000.0
E01020400,535000.0
E01020401,455000.0
E01020402,442500.0
E01020403,950500.0
E01020404,542500.0
E01020405,567500.0
E01020406,625000.0
E01020407,438750.0
E01020408,516000.0
E01020409,450000.0
E01020410,562000.0
E01020411,389975.0
E01020412,375000.0
E01020413,417750.0
E01020414,360000.0
E01020415,490000.0
E01020416,266000.0
E01020417,381250.0
E01020418,450000.0
E01020419,377500.0
E01020420,437500.0
E01020421,430000.0
E01020422,335000.0
E01020423,398750.0
E01020424,335000.0
E01020425,405000.0
E01020426,347000.0
E01020427,369000.0
E01020428,318748.0
E01020429,272500.0
E01020430,372000.0
E01020431,429950.0
E01020432,605000.0
E01020433,355250.0
E01020434,325000.0
E01020435,250000.0
E01020436,276500.0
E01020437,290500.0
E01020438,141750.0
E01020439,260000.0
E01020440,399950.0
E01020441,415508.0
E01020442,477500.0
E01020443,205000.0
E01020444,341250.0
E01020445,395000.0
E01020446,437500.0
E01020447,255500.0
E01020448,440000.0
E01020449,387300.0
E01020450,249975.0
E01020452,285000.0
E01020453,340000.0
E01020454,238475.0
E01020455,260000.0
E01020456,304950.0
E01020457,367500.0
E01020458,259950.0
E01020459,235000.0
E01020460,348830.0
E01020462,450000.0
E01020463,325000.0
E01020464,258000.0
E01020465,340000.0
E01020466,544800.0
E01020467,507006.0
E01020468,526250.0
E01020469,385000.0
E01020470,474500.0
E01020471,258500.0
E01020472,282000.0
E01020473,296000.0
E01020474,327500.0
E01020475,281505.0
E01020476,445000.0
E01020477,350000.0
E01020478,380000.0
E01020479,222500.0
E01020480,385000.0
E01020481,397500.0
E01020482,305000.0
E01020483,330000.0
E01020484,292500.0
E01020485,280000.0
E01020486,417500.0
E01020487,310000.0
E01020488,280000.0
E01020489,467500.0
E01020490,430000.0
E01020491,295000.0
E01020492,315000.0
E01020493,251500.0
E01020494,311000.0
E01020495,315000.0
E01020496,325000.0
E01020497,359995.0
E01020498,350000.0
E01020499,240000.0
E01020500,275000.0
E01020501,345000.0
E01020502,245000.0
E01020503,195000.0
E01020504,390000.0
E01020505,375000.0
E01020506,395080.0
E01020507,550000.0
E01020508,365000.0
E01020509,375000.0
E01020510,302500.0
E01020511,425000.0
E01020512,425000.0
E01020513,369500.0
E01020514,290000.0
E01020515,263750.0
E01020516,300000.0
E01020517,485000.0
E01020518,235000.0
E01020519,275000.0
E01020520,308500.0
E01020523,310252.0
E01020524,297500.0
E01020525,507500.0
E01020526,382500.0
E01020527,238000.0
E01020528,320000.0
E01020529,378000.0
E01020530,525000.0
E01020531,385000.0
E01020532,407500.0
E01020533,350000.0
E01020534,277500.0
E01020535,435000.0
E01020536,425000.0
E01020537,357500.0
E01020538,312500.0
E01020539,397100.0
E01020540,351250.0
E01020541,435000.0
E01020542,292500.0
E01020543,208000.0
E01020544,322500.0
E01020546,339200.0
E01020547,237500.0
E01020549,335000.0
E01020550,332500.0
E01020551,210000.0
E01020552,190000.0
E01020553,164250.0
E01020554,152500.0
E01020555,191000.0
E01020556,190000.0
E01020557,336000.0
E01020558,332500.0
E01020559,430000.0
E01020560,340500.0
E01020561,197000.0
E01020562,226500.0
E01020563,185000.0
E01020564,175000.0
E01020565,195000.0
E01020566,222500.0
E01020569,215000.0
E01020570,337500.0
E01020571,216500.0
E01020572,202500.0
E01020573,191250.0
E01020574,285000.0
E01020575,227500.0
E01020576,335500.0
E01020577,263250.0
E01020578,247500.0
E01020579,331000.0
E01020580,375000.0
E01020581,355000.0
E01020582,205000.0
E01020583,305000.0
E01020584,226500.0
E01020585,280000.0
E01020586,272750.0
E01020587,239500.0
E01020588,312500.0
E01020589,238000.0
E01032641,395000.0
E01032642,275000.0
E01032643,245000.0
E01032644,211250.0
E01032645,261000.0
E01033154,
E01033156,233250.0
E01033158,390000.0
E01033159,552500.0
E01033200,230000.0
E01017627,420000.0
E01017628,540000.0
E01017629,527750.0
E01017630,581250.0
E01017631,500000.0
E01017632,495000.0
E01017634,241750.0
E01017635,332750.0
E01017636,359000.0
E01017637,359000.0
E01017638,525000.0
E01017639,462500.0
E01017640,415000.0
E01017641,382000.0
E01017642,581000.0
E01017643,465000.0
E01017644,274950.0
E01017645,225000.0
E01017646,300000.0
E01017647,395000.0
E01017648,395000.0
E01017649,340000.0
E01017650,365000.0
E01017651,480000.0
E01017652,435000.0
E01017653,261000.0
E01017654,241000.0
E01017655,265000.0
E01017657,430000.0
E01017658,485000.0
E01017659,260000.0
E01017660,259000.0
E01017661,246000.0
E01017662,267500.0
E01017663,254000.0
E01017664,345000.0
E01017665,310000.0
E01017666,240000.0
E01017667,295000.0
E01017668,271500.0
E01017669,440000.0
E01017670,461000.0
E01017671,407500.0
E01017672,415000.0
E01017673,503500.0
E01017674,355000.0
E01017675,436000.0
E01017676,532500.0
E01017677,485000.0
E01017678,510000.0
E01017679,485000.0
E01017680,385000.0
E01017681,420000.0
E01017682,680000.0
E01017683,615000.0
E01017684,615000.0
E01017687,263000.0
E01017688,265000.0
E01017689,285000.0
E01017690,335000.0
E01017691,380475.0
E01017692,270000.0
E01017693,419000.0
E01017694,437000.0
E01017695,375000.0
E01017696,391500.0
E01017697,267500.0
E01017698,300000.0
E01017699,287500.0
E01017700,372500.0
E01017701,440000.0
E01017702,385000.0
E01017703,517500.0
E01017704,532500.0
E01017705,335000.0
E01017706,277500.0
E01017707,
E01017708,250000.0
E01017709,277500.0
E01017710,300000.0
E01017711,250000.0
E01017712,195000.0
E01017713,262000.0
E01017714,465000.0
E01017715,557500.0
E01017716,465050.0
E01017717,344975.0
E01017718,397500.0
E01017719,392500.0
E01017720,422500.0
E01017721,248500.0
E01017722,260000.0
E01017723,255000.0
E01017724,262500.0
E01017726,570000.0
E01017727,606250.0
E01017728,392500.0
E01017729,492500.0
